	A->C	A->G	A->T	C->A	C->G	C->T	G->A	G->C	G->T	T->A	T->C	T->G
-80	1.356e-3 [9.840e-4..1.868e-3]	3.555e-3 [2.915e-3..4.334e-3]	1.649e-3 [1.233e-3..2.206e-3]	3.072e-3 [2.289e-3..4.121e-3]	2.234e-3 [1.583e-3..3.152e-3]	6.633e-3 [5.429e-3..8.101e-3]	7.730e-3 [6.444e-3..9.270e-3]	1.882e-3 [1.303e-3..2.719e-3]	4.033e-3 [3.135e-3..5.187e-3]	1.255e-3 [8.893e-4..1.771e-3]	4.080e-3 [3.368e-3..4.940e-3]	2.001e-3 [1.522e-3..2.629e-3]
-79	1.555e-3 [1.158e-3..2.086e-3]	3.180e-3 [2.588e-3..3.907e-3]	1.767e-3 [1.340e-3..2.328e-3]	2.826e-3 [2.106e-3..3.791e-3]	2.184e-3 [1.563e-3..3.050e-3]	9.120e-3 [7.743e-3..1.074e-2]	8.011e-3 [6.755e-3..9.497e-3]	1.896e-3 [1.336e-3..2.689e-3]	4.342e-3 [3.444e-3..5.472e-3]	1.411e-3 [1.024e-3..1.944e-3]	5.300e-3 [4.491e-3..6.254e-3]	1.296e-3 [9.279e-4..1.811e-3]
-78	1.463e-3 [1.090e-3..1.963e-3]	3.026e-3 [2.465e-3..3.713e-3]	1.496e-3 [1.118e-3..2.001e-3]	3.255e-3 [2.483e-3..4.265e-3]	2.692e-3 [1.999e-3..3.623e-3]	9.076e-3 [7.719e-3..1.067e-2]	7.672e-3 [6.466e-3..9.102e-3]	2.361e-3 [1.734e-3..3.213e-3]	4.839e-3 [3.901e-3..6.003e-3]	1.816e-3 [1.382e-3..2.387e-3]	4.131e-3 [3.446e-3..4.952e-3]	1.460e-3 [1.077e-3..1.980e-3]
-77	1.819e-3 [1.411e-3..2.346e-3]	3.176e-3 [2.620e-3..3.850e-3]	1.573e-3 [1.196e-3..2.067e-3]	2.469e-3 [1.821e-3..3.348e-3]	2.469e-3 [1.821e-3..3.348e-3]	8.794e-3 [7.483e-3..1.033e-2]	7.017e-3 [5.885e-3..8.366e-3]	1.940e-3 [1.388e-3..2.709e-3]	4.450e-3 [3.567e-3..5.550e-3]	1.664e-3 [1.259e-3..2.199e-3]	4.518e-3 [3.813e-3..5.351e-3]	1.461e-3 [1.085e-3..1.967e-3]
-76	1.207e-3 [8.898e-4..1.637e-3]	3.208e-3 [2.661e-3..3.869e-3]	2.149e-3 [1.709e-3..2.701e-3]	2.528e-3 [1.884e-3..3.392e-3]	2.586e-3 [1.933e-3..3.458e-3]	9.941e-3 [8.571e-3..1.153e-2]	7.967e-3 [6.783e-3..9.356e-3]	2.547e-3 [1.916e-3..3.385e-3]	4.824e-3 [3.922e-3..5.932e-3]	1.377e-3 [1.023e-3..1.854e-3]	4.868e-3 [4.154e-3..5.703e-3]	1.601e-3 [1.215e-3..2.110e-3]
-75	1.385e-3 [1.045e-3..1.835e-3]	3.116e-3 [2.581e-3..3.760e-3]	2.221e-3 [1.778e-3..2.775e-3]	2.825e-3 [2.155e-3..3.702e-3]	1.575e-3 [1.097e-3..2.262e-3]	7.823e-3 [6.649e-3..9.203e-3]	8.769e-3 [7.547e-3..1.019e-2]	2.439e-3 [1.835e-3..3.241e-3]	4.462e-3 [3.615e-3..5.507e-3]	1.616e-3 [1.242e-3..2.102e-3]	4.172e-3 [3.541e-3..4.915e-3]	1.440e-3 [1.089e-3..1.902e-3]
-74	1.768e-3 [1.388e-3..2.253e-3]	3.074e-3 [2.558e-3..3.695e-3]	1.197e-3 [8.919e-4..1.607e-3]	2.382e-3 [1.792e-3..3.166e-3]	2.382e-3 [1.792e-3..3.166e-3]	9.375e-3 [8.123e-3..1.082e-2]	7.027e-3 [5.979e-3..8.258e-3]	2.647e-3 [2.035e-3..3.444e-3]	4.428e-3 [3.612e-3..5.427e-3]	1.239e-3 [9.202e-4..1.669e-3]	4.928e-3 [4.244e-3..5.722e-3]	1.643e-3 [1.268e-3..2.128e-3]
-73	1.404e-3 [1.074e-3..1.836e-3]	3.471e-3 [2.926e-3..4.117e-3]	2.067e-3 [1.657e-3..2.579e-3]	2.937e-3 [2.287e-3..3.770e-3]	2.118e-3 [1.578e-3..2.842e-3]	8.569e-3 [7.403e-3..9.917e-3]	6.829e-3 [5.841e-3..7.983e-3]	2.408e-3 [1.850e-3..3.132e-3]	4.947e-3 [4.117e-3..5.944e-3]	1.732e-3 [1.354e-3..2.215e-3]	5.277e-3 [4.583e-3..6.076e-3]	1.732e-3 [1.354e-3..2.215e-3]
-72	1.359e-3 [1.049e-3..1.760e-3]	3.457e-3 [2.939e-3..4.066e-3]	2.241e-3 [1.832e-3..2.741e-3]	2.621e-3 [2.024e-3..3.394e-3]	1.885e-3 [1.390e-3..2.557e-3]	8.968e-3 [7.798e-3..1.031e-2]	6.920e-3 [5.919e-3..8.089e-3]	2.440e-3 [1.875e-3..3.174e-3]	3.904e-3 [3.170e-3..4.806e-3]	1.543e-3 [1.194e-3..1.994e-3]	4.310e-3 [3.696e-3..5.025e-3]	1.703e-3 [1.334e-3..2.174e-3]
-71	1.185e-3 [9.015e-4..1.558e-3]	3.764e-3 [3.228e-3..4.389e-3]	1.743e-3 [1.391e-3..2.184e-3]	3.192e-3 [2.540e-3..4.011e-3]	2.842e-3 [2.231e-3..3.621e-3]	9.533e-3 [8.353e-3..1.088e-2]	6.392e-3 [5.459e-3..7.484e-3]	1.838e-3 [1.370e-3..2.467e-3]	4.178e-3 [3.436e-3..5.078e-3]	1.637e-3 [1.287e-3..2.081e-3]	3.744e-3 [3.194e-3..4.389e-3]	1.339e-3 [1.026e-3..1.747e-3]
-70	1.241e-3 [9.558e-4..1.611e-3]	3.346e-3 [2.854e-3..3.923e-3]	1.618e-3 [1.287e-3..2.033e-3]	2.778e-3 [2.184e-3..3.532e-3]	2.104e-3 [1.597e-3..2.773e-3]	9.049e-3 [7.922e-3..1.034e-2]	6.728e-3 [5.785e-3..7.825e-3]	2.498e-3 [1.949e-3..3.201e-3]	4.512e-3 [3.752e-3..5.426e-3]	1.699e-3 [1.351e-3..2.135e-3]	4.095e-3 [3.534e-3..4.745e-3]	1.466e-3 [1.146e-3..1.875e-3]
-69	1.302e-3 [1.016e-3..1.668e-3]	3.443e-3 [2.956e-3..4.011e-3]	1.847e-3 [1.500e-3..2.275e-3]	3.298e-3 [2.665e-3..4.080e-3]	1.727e-3 [1.287e-3..2.318e-3]	8.283e-3 [7.242e-3..9.473e-3]	6.377e-3 [5.497e-3..7.397e-3]	2.470e-3 [1.945e-3..3.135e-3]	5.050e-3 [4.274e-3..5.966e-3]	1.473e-3 [1.154e-3..1.881e-3]	4.097e-3 [3.539e-3..4.743e-3]	1.427e-3 [1.114e-3..1.829e-3]
-68	1.584e-3 [1.271e-3..1.973e-3]	3.127e-3 [2.674e-3..3.657e-3]	2.185e-3 [1.812e-3..2.635e-3]	2.807e-3 [2.236e-3..3.522e-3]	2.238e-3 [1.735e-3..2.885e-3]	8.533e-3 [7.493e-3..9.717e-3]	6.405e-3 [5.550e-3..7.390e-3]	2.548e-3 [2.030e-3..3.197e-3]	4.683e-3 [3.961e-3..5.536e-3]	1.970e-3 [1.603e-3..2.421e-3]	3.721e-3 [3.203e-3..4.323e-3]	2.101e-3 [1.721e-3..2.565e-3]
-67	1.460e-3 [1.172e-3..1.819e-3]	3.124e-3 [2.688e-3..3.631e-3]	1.553e-3 [1.254e-3..1.922e-3]	2.465e-3 [1.945e-3..3.124e-3]	2.066e-3 [1.595e-3..2.676e-3]	9.135e-3 [8.079e-3..1.033e-2]	6.281e-3 [5.434e-3..7.258e-3]	2.381e-3 [1.882e-3..3.012e-3]	4.866e-3 [4.128e-3..5.735e-3]	1.522e-3 [1.211e-3..1.914e-3]	4.233e-3 [3.691e-3..4.856e-3]	1.689e-3 [1.359e-3..2.099e-3]
-66	1.564e-3 [1.268e-3..1.928e-3]	3.936e-3 [3.449e-3..4.492e-3]	1.797e-3 [1.478e-3..2.186e-3]	3.174e-3 [2.586e-3..3.895e-3]	1.744e-3 [1.323e-3..2.298e-3]	7.150e-3 [6.238e-3..8.193e-3]	7.086e-3 [6.219e-3..8.072e-3]	2.373e-3 [1.893e-3..2.973e-3]	5.061e-3 [4.337e-3..5.906e-3]	1.790e-3 [1.458e-3..2.197e-3]	3.973e-3 [3.462e-3..4.558e-3]	2.163e-3 [1.795e-3..2.607e-3]
-65	1.475e-3 [1.193e-3..1.823e-3]	3.105e-3 [2.683e-3..3.594e-3]	1.440e-3 [1.162e-3..1.785e-3]	2.787e-3 [2.258e-3..3.440e-3]	2.009e-3 [1.568e-3..2.575e-3]	8.653e-3 [7.679e-3..9.749e-3]	6.403e-3 [5.585e-3..7.341e-3]	2.354e-3 [1.879e-3..2.950e-3]	4.645e-3 [3.956e-3..5.454e-3]	1.879e-3 [1.550e-3..2.278e-3]	4.743e-3 [4.202e-3..5.354e-3]	1.569e-3 [1.271e-3..1.937e-3]
-64	1.831e-3 [1.520e-3..2.204e-3]	3.315e-3 [2.888e-3..3.805e-3]	2.029e-3 [1.701e-3..2.420e-3]	2.704e-3 [2.198e-3..3.326e-3]	2.096e-3 [1.657e-3..2.652e-3]	7.413e-3 [6.542e-3..8.399e-3]	6.460e-3 [5.676e-3..7.351e-3]	2.493e-3 [2.024e-3..3.071e-3]	5.100e-3 [4.409e-3..5.899e-3]	1.454e-3 [1.168e-3..1.809e-3]	4.434e-3 [3.913e-3..5.025e-3]	1.545e-3 [1.250e-3..1.909e-3]
-63	1.725e-3 [1.433e-3..2.077e-3]	3.467e-3 [3.041e-3..3.951e-3]	2.394e-3 [2.045e-3..2.802e-3]	3.593e-3 [3.010e-3..4.288e-3]	2.385e-3 [1.920e-3..2.964e-3]	9.100e-3 [8.144e-3..1.017e-2]	7.441e-3 [6.606e-3..8.381e-3]	2.849e-3 [2.350e-3..3.454e-3]	4.813e-3 [4.151e-3..5.581e-3]	1.980e-3 [1.651e-3..2.374e-3]	4.096e-3 [3.610e-3..4.646e-3]	1.604e-3 [1.311e-3..1.962e-3]
-62	1.579e-3 [1.309e-3..1.904e-3]	3.260e-3 [2.861e-3..3.714e-3]	1.536e-3 [1.270e-3..1.857e-3]	3.523e-3 [2.958e-3..4.195e-3]	2.424e-3 [1.963e-3..2.992e-3]	9.722e-3 [8.753e-3..1.080e-2]	7.559e-3 [6.721e-3..8.501e-3]	2.437e-3 [1.981e-3..2.998e-3]	5.697e-3 [4.975e-3..6.522e-3]	1.541e-3 [1.261e-3..1.884e-3]	4.462e-3 [3.966e-3..5.020e-3]	1.574e-3 [1.290e-3..1.919e-3]
-61	1.537e-3 [1.278e-3..1.849e-3]	3.624e-3 [3.213e-3..4.087e-3]	2.388e-3 [2.059e-3..2.770e-3]	3.718e-3 [3.143e-3..4.399e-3]	2.176e-3 [1.746e-3..2.711e-3]	7.740e-3 [6.889e-3..8.694e-3]	6.816e-3 [6.049e-3..7.678e-3]	2.187e-3 [1.771e-3..2.700e-3]	4.527e-3 [3.910e-3..5.240e-3]	1.835e-3 [1.532e-3..2.197e-3]	4.292e-3 [3.815e-3..4.827e-3]	1.602e-3 [1.321e-3..1.942e-3]
-60	1.711e-3 [1.436e-3..2.038e-3]	3.531e-3 [3.126e-3..3.988e-3]	2.258e-3 [1.939e-3..2.630e-3]	3.182e-3 [2.672e-3..3.790e-3]	2.317e-3 [1.887e-3..2.843e-3]	9.445e-3 [8.535e-3..1.045e-2]	6.982e-3 [6.213e-3..7.846e-3]	2.893e-3 [2.412e-3..3.468e-3]	4.663e-3 [4.042e-3..5.379e-3]	2.479e-3 [2.139e-3..2.873e-3]	4.239e-3 [3.788e-3..4.745e-3]	1.577e-3 [1.311e-3..1.898e-3]
-59	2.040e-3 [1.746e-3..2.384e-3]	3.990e-3 [3.570e-3..4.460e-3]	2.053e-3 [1.758e-3..2.398e-3]	3.110e-3 [2.615e-3..3.699e-3]	2.081e-3 [1.684e-3..2.573e-3]	7.419e-3 [6.632e-3..8.299e-3]	7.395e-3 [6.644e-3..8.229e-3]	2.221e-3 [1.826e-3..2.700e-3]	4.575e-3 [3.992e-3..5.241e-3]	1.910e-3 [1.615e-3..2.259e-3]	4.508e-3 [4.042e-3..5.028e-3]	1.770e-3 [1.487e-3..2.106e-3]
-58	1.460e-3 [1.219e-3..1.748e-3]	3.426e-3 [3.047e-3..3.854e-3]	2.029e-3 [1.741e-3..2.363e-3]	3.281e-3 [2.781e-3..3.870e-3]	2.625e-3 [2.182e-3..3.157e-3]	9.211e-3 [8.347e-3..1.016e-2]	7.054e-3 [6.346e-3..7.840e-3]	2.731e-3 [2.303e-3..3.237e-3]	5.171e-3 [4.570e-3..5.851e-3]	2.121e-3 [1.815e-3..2.478e-3]	4.268e-3 [3.825e-3..4.763e-3]	1.731e-3 [1.458e-3..2.057e-3]
-57	1.917e-3 [1.653e-3..2.222e-3]	3.330e-3 [2.976e-3..3.725e-3]	1.983e-3 [1.714e-3..2.293e-3]	3.595e-3 [3.073e-3..4.206e-3]	2.644e-3 [2.202e-3..3.175e-3]	8.188e-3 [7.380e-3..9.084e-3]	7.234e-3 [6.511e-3..8.036e-3]	2.418e-3 [2.015e-3..2.902e-3]	5.005e-3 [4.409e-3..5.680e-3]	1.767e-3 [1.494e-3..2.089e-3]	4.300e-3 [3.862e-3..4.788e-3]	1.598e-3 [1.340e-3..1.906e-3]
-56	1.755e-3 [1.507e-3..2.045e-3]	3.511e-3 [3.151e-3..3.911e-3]	2.034e-3 [1.764e-3..2.344e-3]	3.827e-3 [3.304e-3..4.433e-3]	2.119e-3 [1.739e-3..2.581e-3]	8.022e-3 [7.249e-3..8.877e-3]	6.760e-3 [6.092e-3..7.501e-3]	3.265e-3 [2.810e-3..3.793e-3]	4.840e-3 [4.279e-3..5.473e-3]	2.192e-3 [1.891e-3..2.540e-3]	3.898e-3 [3.490e-3..4.353e-3]	1.694e-3 [1.432e-3..2.003e-3]
-55	1.196e-3 [9.996e-4..1.431e-3]	3.859e-3 [3.493e-3..4.264e-3]	1.960e-3 [1.704e-3..2.254e-3]	2.980e-3 [2.527e-3..3.513e-3]	2.642e-3 [2.218e-3..3.146e-3]	8.749e-3 [7.949e-3..9.629e-3]	7.190e-3 [6.501e-3..7.951e-3]	2.601e-3 [2.199e-3..3.075e-3]	4.761e-3 [4.207e-3..5.389e-3]	1.974e-3 [1.701e-3..2.292e-3]	4.419e-3 [4.000e-3..4.882e-3]	1.573e-3 [1.331e-3..1.859e-3]
-54	1.956e-3 [1.702e-3..2.248e-3]	3.725e-3 [3.368e-3..4.119e-3]	2.045e-3 [1.785e-3..2.343e-3]	3.446e-3 [2.979e-3..3.987e-3]	2.451e-3 [2.062e-3..2.913e-3]	9.879e-3 [9.066e-3..1.076e-2]	6.872e-3 [6.235e-3..7.574e-3]	2.848e-3 [2.448e-3..3.313e-3]	5.167e-3 [4.618e-3..5.780e-3]	1.687e-3 [1.438e-3..1.979e-3]	4.825e-3 [4.391e-3..5.303e-3]	1.935e-3 [1.667e-3..2.246e-3]
-53	1.641e-3 [1.418e-3..1.898e-3]	4.056e-3 [3.697e-3..4.450e-3]	1.677e-3 [1.452e-3..1.937e-3]	3.309e-3 [2.857e-3..3.832e-3]	2.598e-3 [2.201e-3..3.067e-3]	8.898e-3 [8.137e-3..9.730e-3]	7.239e-3 [6.593e-3..7.947e-3]	3.065e-3 [2.654e-3..3.538e-3]	5.831e-3 [5.254e-3..6.471e-3]	2.104e-3 [1.830e-3..2.418e-3]	4.698e-3 [4.280e-3..5.157e-3]	1.591e-3 [1.355e-3..1.868e-3]
-52	1.683e-3 [1.464e-3..1.935e-3]	3.478e-3 [3.156e-3..3.832e-3]	2.076e-3 [1.831e-3..2.354e-3]	2.862e-3 [2.457e-3..3.334e-3]	2.286e-3 [1.927e-3..2.712e-3]	9.231e-3 [8.480e-3..1.005e-2]	7.535e-3 [6.876e-3..8.257e-3]	2.799e-3 [2.408e-3..3.253e-3]	5.035e-3 [4.501e-3..5.631e-3]	2.133e-3 [1.865e-3..2.439e-3]	4.779e-3 [4.369e-3..5.227e-3]	1.670e-3 [1.435e-3..1.944e-3]
-51	1.709e-3 [1.493e-3..1.956e-3]	3.940e-3 [3.605e-3..4.306e-3]	1.888e-3 [1.661e-3..2.147e-3]	3.732e-3 [3.280e-3..4.245e-3]	2.401e-3 [2.045e-3..2.820e-3]	9.443e-3 [8.709e-3..1.024e-2]	7.127e-3 [6.509e-3..7.802e-3]	3.225e-3 [2.818e-3..3.691e-3]	5.514e-3 [4.973e-3..6.113e-3]	2.267e-3 [1.995e-3..2.577e-3]	4.184e-3 [3.808e-3..4.598e-3]	1.645e-3 [1.415e-3..1.912e-3]
-50	1.591e-3 [1.387e-3..1.826e-3]	3.559e-3 [3.247e-3..3.901e-3]	2.007e-3 [1.776e-3..2.268e-3]	3.180e-3 [2.770e-3..3.652e-3]	2.131e-3 [1.800e-3..2.523e-3]	7.840e-3 [7.180e-3..8.560e-3]	7.402e-3 [6.778e-3..8.083e-3]	2.834e-3 [2.457e-3..3.269e-3]	5.879e-3 [5.326e-3..6.491e-3]	2.157e-3 [1.905e-3..2.443e-3]	4.637e-3 [4.260e-3..5.046e-3]	1.914e-3 [1.677e-3..2.184e-3]
-49	1.408e-3 [1.222e-3..1.622e-3]	3.427e-3 [3.130e-3..3.753e-3]	1.835e-3 [1.621e-3..2.078e-3]	3.865e-3 [3.428e-3..4.358e-3]	2.348e-3 [2.013e-3..2.740e-3]	8.577e-3 [7.913e-3..9.295e-3]	7.110e-3 [6.530e-3..7.740e-3]	2.814e-3 [2.458e-3..3.222e-3]	5.413e-3 [4.910e-3..5.967e-3]	2.099e-3 [1.850e-3..2.382e-3]	4.146e-3 [3.789e-3..4.536e-3]	1.862e-3 [1.628e-3..2.130e-3]
-48	1.752e-3 [1.547e-3..1.984e-3]	3.603e-3 [3.304e-3..3.929e-3]	1.929e-3 [1.713e-3..2.171e-3]	3.768e-3 [3.344e-3..4.246e-3]	2.686e-3 [2.331e-3..3.094e-3]	8.817e-3 [8.156e-3..9.531e-3]	7.405e-3 [6.828e-3..8.030e-3]	3.000e-3 [2.641e-3..3.408e-3]	5.170e-3 [4.692e-3..5.698e-3]	2.387e-3 [2.130e-3..2.674e-3]	4.693e-3 [4.327e-3..5.089e-3]	1.871e-3 [1.645e-3..2.127e-3]
-47	1.695e-3 [1.504e-3..1.911e-3]	3.852e-3 [3.559e-3..4.170e-3]	2.100e-3 [1.886e-3..2.338e-3]	3.362e-3 [2.972e-3..3.802e-3]	2.815e-3 [2.460e-3..3.220e-3]	8.418e-3 [7.789e-3..9.098e-3]	7.647e-3 [7.066e-3..8.275e-3]	2.941e-3 [2.589e-3..3.341e-3]	5.394e-3 [4.910e-3..5.926e-3]	2.045e-3 [1.810e-3..2.309e-3]	4.010e-3 [3.677e-3..4.373e-3]	1.650e-3 [1.441e-3..1.889e-3]
-46	1.773e-3 [1.581e-3..1.988e-3]	3.643e-3 [3.363e-3..3.946e-3]	1.937e-3 [1.736e-3..2.161e-3]	3.505e-3 [3.119e-3..3.939e-3]	2.445e-3 [2.126e-3..2.811e-3]	9.106e-3 [8.472e-3..9.788e-3]	7.142e-3 [6.598e-3..7.730e-3]	2.831e-3 [2.496e-3..3.211e-3]	5.521e-3 [5.045e-3..6.041e-3]	2.201e-3 [1.965e-3..2.464e-3]	4.629e-3 [4.282e-3..5.004e-3]	1.869e-3 [1.653e-3..2.114e-3]
-45	1.744e-3 [1.558e-3..1.951e-3]	3.798e-3 [3.519e-3..4.098e-3]	2.060e-3 [1.858e-3..2.284e-3]	3.847e-3 [3.442e-3..4.298e-3]	2.196e-3 [1.896e-3..2.544e-3]	8.735e-3 [8.116e-3..9.402e-3]	7.283e-3 [6.746e-3..7.863e-3]	2.940e-3 [2.606e-3..3.318e-3]	5.589e-3 [5.120e-3..6.100e-3]	2.421e-3 [2.185e-3..2.681e-3]	4.987e-3 [4.644e-3..5.355e-3]	1.686e-3 [1.492e-3..1.906e-3]
